make_id,make,model_id,model,spec_id,spec
42,LEXUS,323,RX350,989,PREMIUM PLUS
42,LEXUS,323,RX350,2859,PLATINUM PLUS
42,LEXUS,323,RX350,428,BASE
42,LEXUS,323,RX350,3530,F-SPORT
42,LEXUS,323,RX350,2408,PREMIER PLUS
42,LEXUS,323,RX350,988,PREMIUM
42,LEXUS,323,RX350,431,SPORTS
42,LEXUS,323,RX350,2410,PLATINUM
42,LEXUS,323,RX350,4222,PLATINUM LIMITED EDITION
42,LEXUS,323,RX350,990,LUXURY
42,LEXUS,1249,RX350 L,5240,PLATINUM
42,LEXUS,1250,RX350h L,5241,PLATINUM
42,LEXUS,843,RX450H,3531,F-SPORT
42,LEXUS,843,RX450H,2862,TITANIUM
42,LEXUS,843,RX450H,2861,PLATINUM
42,LEXUS,843,RX450H,4473,PRESTIGE
42,LEXUS,1251,RX450h L,5242,PLATINUM
42,LEXUS,322,SC430,1925,STD
42,LEXUS,1312,UX200,5515,PREMIER
42,LEXUS,1312,UX200,5517,F SPORT PLATINUM
42,LEXUS,1312,UX200,5516,F SPORT PRESTIGE
39,LINCOLN,1158,CONTINENTAL,4818,PREMIER
39,LINCOLN,1158,CONTINENTAL,4735,RESERVE LUX PK
39,LINCOLN,1158,CONTINENTAL,4734,RESERVE
39,LINCOLN,1158,CONTINENTAL,4819,SELECT
39,LINCOLN,301,LS,1911,STD
39,LINCOLN,734,MK-T,2321,ECOBOOST
39,LINCOLN,734,MK-T,3438,STD
39,LINCOLN,1037,MKC,4157,RESERVE
39,LINCOLN,1037,MKC,4316,PREMIER
39,LINCOLN,1037,MKC,4156,SELECT
39,LINCOLN,306,MKS,401,STD
39,LINCOLN,306,MKS,2506,ULTIMATE
39,LINCOLN,304,MKX,4597,RESERVE
39,LINCOLN,304,MKX,4733,PREMIER
39,LINCOLN,304,MKX,399,STD
39,LINCOLN,304,MKX,3386,MKX13
39,LINCOLN,304,MKX,5161,BASE
39,LINCOLN,304,MKX,4929,RESERVE LUXURY PK
39,LINCOLN,304,MKX,4596,SELECT
39,LINCOLN,304,MKX,4164,PREMIUM
39,LINCOLN,305,MKZ,3439,PREMIER
39,LINCOLN,305,MKZ,3441,PREFERRED
39,LINCOLN,305,MKZ,4817,SELECT
39,LINCOLN,305,MKZ,400,STD
39,LINCOLN,305,MKZ,3440,RESERVE
39,LINCOLN,302,NAVIGATOR,5429,PRESIDENTIAL
39,LINCOLN,302,NAVIGATOR,4165,RESERVE
39,LINCOLN,302,NAVIGATOR,395,L
39,LINCOLN,302,NAVIGATOR,4598,L RESERVE
39,LINCOLN,302,NAVIGATOR,1376,ULTIMATE
39,LINCOLN,302,NAVIGATOR,3107,L LIMOUSINE
39,LINCOLN,302,NAVIGATOR,394,STD
39,LINCOLN,735,NAVIGATOR  EL,2322,STD
39,LINCOLN,735,NAVIGATOR  EL,4167,RESERVE
39,LINCOLN,303,TOWN CAR,1375,EXECUTIVE
39,LINCOLN,303,TOWN CAR,396,SIGNATURE
39,LINCOLN,303,TOWN CAR,1912,STD
39,LINCOLN,303,TOWN CAR,398,SIGNATURE L
39,LINCOLN,303,TOWN CAR,2507,EXECUTIVE  L
39,LINCOLN,303,TOWN CAR,397,SIGNATURE LIMITED
79,LOTUS,901,ELISE,3165,STD
79,LOTUS,894,ESPIRT,3132,STD
79,LOTUS,902,EVORA,5410,400
79,LOTUS,902,EVORA,5412,GT410
79,LOTUS,902,EVORA,3166,STD
79,LOTUS,902,EVORA,5411,GT430
79,LOTUS,902,EVORA,3510,S
79,LOTUS,896,EXIGE,3933,CUP 260
79,LOTUS,896,EXIGE,3973,ROADSTER
79,LOTUS,896,EXIGE,3169,S
79,LOTUS,896,EXIGE,3134,V6
79,LOTUS,896,EXIGE,4129,S HIGH SPEC
93,LUXGEN,997,7,3779,P/L
93,LUXGEN,1072,S5,4364,P/L+
93,LUXGEN,1073,U6,4365,P/L+
93,LUXGEN,1070,U7,4353,STD
96,LYKAN,1045,HYPERSPORT,4202,STD
106,MAHINDRA,1215,XUV 500,5067,W8
106,MAHINDRA,1215,XUV 500,5066,W10
106,MAHINDRA,1215,XUV 500,5596,W6
49,MASERATI,831,3200 GT,2838,STD
49,MASERATI,832,4200 GT,2839,STD
49,MASERATI,981,GHIBLI,3629,S
49,MASERATI,981,GHIBLI,4429,S Q4
49,MASERATI,981,GHIBLI,5383,GRAN SPORT S
49,MASERATI,981,GHIBLI,3628,STD
49,MASERATI,659,GRAN TURISMO,3283,SPORT
49,MASERATI,659,GRAN TURISMO,3285,S AUTOMATIC
49,MASERATI,659,GRAN TURISMO,3282,S
49,MASERATI,659,GRAN TURISMO,1362,STD
49,MASERATI,659,GRAN TURISMO,3284,MC STRADALE
49,MASERATI,833,GRAN TURISMO MC STRADA,2840,STD
49,MASERATI,660,GRAN TURISMO S,1363,STD
49,MASERATI,874,GRANCABRIO,5203,SPORT
49,MASERATI,874,GRANCABRIO,2977,STD
49,MASERATI,874,GRANCABRIO,5173,SPECIAL EDITION
49,MASERATI,874,GRANCABRIO,3523,FENDI EDITION
49,MASERATI,874,GRANCABRIO,3630,MC
49,MASERATI,461,GRANSPORT,1985,STD
49,MASERATI,1118,LEVANTE,5389,TROFEO
49,MASERATI,1118,LEVANTE,4610,STD
49,MASERATI,1118,LEVANTE,5388,GTS
49,MASERATI,1118,LEVANTE,5396,GRANLUSSO
49,MASERATI,1118,LEVANTE,4611,S
49,MASERATI,1118,LEVANTE,5114,GRANSPORT S
49,MASERATI,462,QUATTROPORTE,4589,SQ4
49,MASERATI,462,QUATTROPORTE,5420,GRANSPORT GTS
49,MASERATI,462,QUATTROPORTE,4074,SPORT GT
49,MASERATI,462,QUATTROPORTE,5419,GRANLUSSO GTS
49,MASERATI,462,QUATTROPORTE,5234,GRANSPORT
49,MASERATI,462,QUATTROPORTE,4073,S
49,MASERATI,462,QUATTROPORTE,3281,GTS
49,MASERATI,462,QUATTROPORTE,1364,STD
49,MASERATI,462,QUATTROPORTE,5368,GranLusso
49,MASERATI,661,QUATTROPORTE S,1365,STD
49,MASERATI,834,QUATTROPORTE SPORT GT,2841,STD
49,MASERATI,675,SPIDER,1366,STD
49,MASERATI,662,SPIDER F1,1367,STD
111,MAXUS,1310,G10,5511,STD
111,MAXUS,1308,T60,5509,STD
111,MAXUS,1309,V80,5510,STD
50,MAYBACH,463,57,1358,V12
50,MAYBACH,463,57,1986,STD
50,MAYBACH,657,57 S,1359,V12
50,MAYBACH,657,57 S,2074,STD
50,MAYBACH,464,62,1987,STD
50,MAYBACH,464,62,1360,V12
50,MAYBACH,658,62 S,1361,V12
50,MAYBACH,658,62 S,2075,STD
50,MAYBACH,1147,S CLASS,4679,S500
50,MAYBACH,1147,S CLASS,4680,S600
43,MAZDA,741,2,2380,S
43,MAZDA,741,2,2382,STD
43,MAZDA,741,2,4396,R
43,MAZDA,741,2,2381,V
43,MAZDA,336,3,460,TOP
43,MAZDA,336,3,4913,SE
43,MAZDA,336,3,459,V
43,MAZDA,336,3,2379,V S/R
43,MAZDA,336,3,3771,R
43,MAZDA,336,3,461,V-SPORT
43,MAZDA,336,3,3185,V S/R SAP
43,MAZDA,336,3,458,S
43,MAZDA,336,3,1355,STD
43,MAZDA,677,3 SPORT,2080,STD
43,MAZDA,677,3 SPORT,3465,S
43,MAZDA,677,3 SPORT,1713,V
43,MAZDA,335,323,1935,STD
43,MAZDA,338,6,3355,SKYACTIVE G
43,MAZDA,338,6,465,SR
43,MAZDA,338,6,462,S
43,MAZDA,338,6,3466,V SR
43,MAZDA,338,6,464,R
43,MAZDA,338,6,1356,STD
43,MAZDA,338,6,3993,SKYACTIVE
43,MAZDA,338,6,2386,V
43,MAZDA,338,6,463,SPORT
43,MAZDA,342,6 ULTRA,2391,V
43,MAZDA,342,6 ULTRA,2390,R
43,MAZDA,342,6 ULTRA,471,STD
43,MAZDA,337,626,1936,STD
43,MAZDA,343,BT-50,473,DLX
43,MAZDA,343,BT-50,474,STD
43,MAZDA,1175,CX-3,4865,GTX
43,MAZDA,1175,CX-3,4864,GT
43,MAZDA,1175,CX-3,4863,GS
43,MAZDA,889,CX-5,3467,GTX
43,MAZDA,889,CX-5,3113,GS
43,MAZDA,889,CX-5,3114,GT
43,MAZDA,742,CX-7,2388,GT
43,MAZDA,742,CX-7,2389,GTX
43,MAZDA,341,CX-9,468,BASE
43,MAZDA,341,CX-9,5386,SIGNATURE
43,MAZDA,341,CX-9,470,GTX
43,MAZDA,341,CX-9,3469,GTX LTD
43,MAZDA,341,CX-9,1938,STD
43,MAZDA,341,CX-9,469,GT
43,MAZDA,341,CX-9,3468,GS
43,MAZDA,341,CX-9,4800,LTD
43,MAZDA,339,E2000,466,STD
43,MAZDA,340,MX-5,1937,STD
43,MAZDA,340,MX-5,4267,25TH ANNIVERSARY EDITION
43,MAZDA,340,MX-5,467,SPORT
45,MCLAREN,1256,540C,5312,STD
45,MCLAREN,1257,570GT,5313,STD
45,MCLAREN,1125,570S,4633,STD
45,MCLAREN,1034,650S,4323,COUPE
45,MCLAREN,1034,650S,4101,SPIDER
45,MCLAREN,1103,675LT,4502,COUPE
45,MCLAREN,1103,675LT,4503,SPIDER
45,MCLAREN,1192,720S,5029,PERFORMANCE
45,MCLAREN,1192,720S,4981,LUXURY
45,MCLAREN,778,MP4 12C,4650,SPIDER
45,MCLAREN,778,MP4 12C,2702,STD
45,MCLAREN,925,P1,3280,COUPE
45,MCLAREN,925,P1,5380,GTR
45,MCLAREN,1258,SENNA,5314,STC
45,MCLAREN,434,SLR,1968,STD
45,MCLAREN,434,SLR,3115,722
45,MCLAREN,434,SLR,3117,STIRLING MOSS
45,MCLAREN,434,SLR,3116,ROADSTER
44,MERCEDES BENZ,849,280SL,2873,STD
44,MERCEDES BENZ,849,280SL,2872,STD
44,MERCEDES BENZ,851,300SL,2875,STD
44,MERCEDES BENZ,847,350SL,2870,STD
44,MERCEDES BENZ,846,380SL,2869,STD
44,MERCEDES BENZ,852,420SL,2876,STD
44,MERCEDES BENZ,848,450SL,2871,STD
44,MERCEDES BENZ,850,500SL,2874,STD
44,MERCEDES BENZ,854,560SL,5057,ROADSTER
44,MERCEDES BENZ,854,560SL,2878,STD
44,MERCEDES BENZ,1004,A 250,3880,SPORT
44,MERCEDES BENZ,422,A160,1963,STD
44,MERCEDES BENZ,1269,A200,5364,STD
44,MERCEDES BENZ,927,A250,3294,SPORT
44,MERCEDES BENZ,927,A250,3293,AMG
44,MERCEDES BENZ,951,A45,5318,EDITION 1
44,MERCEDES BENZ,951,A45,3408,AMG
44,MERCEDES BENZ,1064,AMG GT,4304,S
44,MERCEDES BENZ,1064,AMG GT,4966,R
44,MERCEDES BENZ,1064,AMG GT,5428,63-S
44,MERCEDES BENZ,1064,AMG GT,4303,STD
44,MERCEDES BENZ,1064,AMG GT,5047,C
44,MERCEDES BENZ,344,B150,475,STD
44,MERCEDES BENZ,648,B160,1326,STD
44,MERCEDES BENZ,345,B170,476,STD
44,MERCEDES BENZ,345,B170,3334,Hatchback
44,MERCEDES BENZ,649,B180,1327,STD
44,MERCEDES BENZ,346,B200,477,STD
44,MERCEDES BENZ,346,B200,1328,TURBO
44,MERCEDES BENZ,1028,BRABUS,5116,G700
44,MERCEDES BENZ,1028,BRABUS,4200,G800
44,MERCEDES BENZ,1028,BRABUS,4298,B63S-700
44,MERCEDES BENZ,1028,BRABUS,4023,ML700
44,MERCEDES BENZ,1028,BRABUS,4166,S-850
44,MERCEDES BENZ,348,C160,1939,STD
44,MERCEDES BENZ,805,C160 K,2779,SPORTCOUPE
44,MERCEDES BENZ,400,C180,1329,STD
44,MERCEDES BENZ,400,C180,2552,ELEGANCE
44,MERCEDES BENZ,349,C180 K,479,CLASSIC
44,MERCEDES BENZ,349,C180 K,2773,AVANTGARDE
44,MERCEDES BENZ,349,C180 K,2780,SPORTCOUPE
44,MERCEDES BENZ,349,C180 K,1940,STD
44,MERCEDES BENZ,349,C180 K,1006,ELEGANCE
44,MERCEDES BENZ,401,C200,1330,CLASSIC
44,MERCEDES BENZ,401,C200,2553,ELEGANCE
44,MERCEDES BENZ,401,C200,2215,AVANTGARDE SPORTS
44,MERCEDES BENZ,401,C200,3876,AMG
44,MERCEDES BENZ,401,C200,3875,AVANTGARDE
44,MERCEDES BENZ,401,C200,2224,CGI
44,MERCEDES BENZ,401,C200,2637,AVANTGARDE BUSINESS
44,MERCEDES BENZ,350,C200 K,1008,ELEGANCE
44,MERCEDES BENZ,350,C200 K,2781,SPORTCOUPE
44,MERCEDES BENZ,350,C200 K,2970,AVANTGARDE
44,MERCEDES BENZ,350,C200 K,1941,STD
44,MERCEDES BENZ,350,C200 K,1007,CLASSIC
44,MERCEDES BENZ,351,C230,1331,STD
44,MERCEDES BENZ,351,C230,480,ELEGANCE
44,MERCEDES BENZ,351,C230,2782,SPORTCOUPE
44,MERCEDES BENZ,352,C230 K,1942,STD
44,MERCEDES BENZ,402,C240,1946,STD
44,MERCEDES BENZ,711,C250,3890,AMG
44,MERCEDES BENZ,711,C250,3059,AVANTGARDE SPORTS
44,MERCEDES BENZ,711,C250,2242,CGI
44,MERCEDES BENZ,711,C250,3058,AVANTGARDE BUSINESS
44,MERCEDES BENZ,711,C250,2549,STD
44,MERCEDES BENZ,353,C280,2774,AVANTGARDE
44,MERCEDES BENZ,353,C280,481,ELEGANCE
44,MERCEDES BENZ,353,C280,1943,STD
44,MERCEDES BENZ,703,C300,3061,"	AVANTGARDE BUSINESS"
44,MERCEDES BENZ,703,C300,2776,AVANTGARDE SPORTS
44,MERCEDES BENZ,703,C300,4931,AMG
44,MERCEDES BENZ,703,C300,2206,STD
44,MERCEDES BENZ,703,C300,2775,CGI AVANTGARDE
44,MERCEDES BENZ,403,C320,1947,STD
44,MERCEDES BENZ,354,C350,3062,AVANTGARDE SPORTS
44,MERCEDES BENZ,354,C350,482,AVANTGARDE
44,MERCEDES BENZ,354,C350,1332,STD
44,MERCEDES BENZ,354,C350,4923,e
44,MERCEDES BENZ,354,C350,3063,AVANTGARDE BUSINESS
44,MERCEDES BENZ,1124,C400,4632,STD
44,MERCEDES BENZ,1154,C43 AMG,4701,STD
44,MERCEDES BENZ,1154,C43 AMG,5348,AMG SPORT
44,MERCEDES BENZ,1090,C450 AMG,4461,4MATIC
44,MERCEDES BENZ,650,C55 AMG,1333,STD
44,MERCEDES BENZ,355,C63 AMG,4344,S
44,MERCEDES BENZ,355,C63 AMG,3216,BLACK SERIES
44,MERCEDES BENZ,355,C63 AMG,4082,EDITION 507
44,MERCEDES BENZ,355,C63 AMG,4452,EDITION 1
44,MERCEDES BENZ,355,C63 AMG,483,STD
44,MERCEDES BENZ,383,CL500,508,STD
44,MERCEDES BENZ,383,CL500,2567,CGI
44,MERCEDES BENZ,808,CL55 AMG,2792,STD
44,MERCEDES BENZ,872,CL550,2975,STD
44,MERCEDES BENZ,384,CL600,509,STD
44,MERCEDES BENZ,824,CL600,2821,STD
44,MERCEDES BENZ,824,CL600,2822,STD
44,MERCEDES BENZ,385,CL63 AMG,510,STD
44,MERCEDES BENZ,386,CL65 AMG,511,STD
44,MERCEDES BENZ,1239,CLA200,5210,STD
44,MERCEDES BENZ,1060,CLA250,4277,STD
44,MERCEDES BENZ,1032,CLA45 AMG,4091,STD
44,MERCEDES BENZ,428,CLC180K,1965,STD
44,MERCEDES BENZ,429,CLC200K,2793,ELEGANCE
44,MERCEDES BENZ,429,CLC200K,1966,STD
44,MERCEDES BENZ,809,CLC220 CDI,2794,STD
44,MERCEDES BENZ,430,CLC230,1347,STD
44,MERCEDES BENZ,810,CLC230 K,2796,STD
44,MERCEDES BENZ,759,CLC250,2795,STD
44,MERCEDES BENZ,431,CLC350,1348,STD
44,MERCEDES BENZ,387,CLK200 K,512,STD
44,MERCEDES BENZ,406,CLK230,1950,STD
44,MERCEDES BENZ,813,CLK230 K,2799,STD
44,MERCEDES BENZ,407,CLK240,1951,STD
44,MERCEDES BENZ,388,CLK280,513,STD
44,MERCEDES BENZ,408,CLK320,1952,STD
44,MERCEDES BENZ,408,CLK320,3065,AVANTGARDE BUSINESS
44,MERCEDES BENZ,811,CLK320 CDI,2797,STD
44,MERCEDES BENZ,389,CLK350,514,STD
44,MERCEDES BENZ,420,CLK430,1961,STD
44,MERCEDES BENZ,390,CLK500,515,STD
44,MERCEDES BENZ,812,CLK55 AMG,2798,STD
44,MERCEDES BENZ,391,CLK63 AMG,516,STD
44,MERCEDES BENZ,706,CLS 63,2232,EDITION 1
44,MERCEDES BENZ,427,CLS280,1336,STD
44,MERCEDES BENZ,651,CLS300,1337,STD
44,MERCEDES BENZ,814,CLS320 CDI,2800,STD
44,MERCEDES BENZ,392,CLS350,1338,STD
44,MERCEDES BENZ,392,CLS350,4201,SHOOTING BRAKE
44,MERCEDES BENZ,1046,CLS400,4922,AMG
44,MERCEDES BENZ,1046,CLS400,4206,STD
44,MERCEDES BENZ,1297,CLS450,5457,AMG
44,MERCEDES BENZ,393,CLS500,3992,SHOOTING BRAKE
44,MERCEDES BENZ,393,CLS500,1339,STD
44,MERCEDES BENZ,1280,CLS53 AMG,5408,STD
44,MERCEDES BENZ,815,CLS55 AMG,2801,STD
44,MERCEDES BENZ,1116,CLS550,4608,STD
44,MERCEDES BENZ,394,CLS63 AMG,1944,STD
44,MERCEDES BENZ,394,CLS63 AMG,4282,EDITION 1
44,MERCEDES BENZ,394,CLS63 AMG,4306,S
44,MERCEDES BENZ,394,CLS63 AMG,4281,SHOOTING BRAKE
44,MERCEDES BENZ,409,E200,3067,AVANTGARDE BUSINESS
44,MERCEDES BENZ,409,E200,2223,CGI
44,MERCEDES BENZ,409,E200,3064,AVANTGARDE SPORTS
44,MERCEDES BENZ,409,E200,4855,AMG
44,MERCEDES BENZ,409,E200,2225,ELEGANCE
44,MERCEDES BENZ,409,E200,521,STD
44,MERCEDES BENZ,409,E200,3066,AVANTGARDE
44,MERCEDES BENZ,409,E200,4928,PREMIUM
44,MERCEDES BENZ,409,E200,1334,KOMPRESSOR
44,MERCEDES BENZ,356,E200 K,484,STD
44,MERCEDES BENZ,357,E230,485,STD
44,MERCEDES BENZ,410,E240,1335,STD
44,MERCEDES BENZ,433,E250,2226,ELEGANCE
44,MERCEDES BENZ,433,E250,2220,AMG SPORT
44,MERCEDES BENZ,433,E250,2555,AMG
44,MERCEDES BENZ,433,E250,523,STD
44,MERCEDES BENZ,433,E250,2554,AVANTGARDE
44,MERCEDES BENZ,411,E270CDI,1953,STD
44,MERCEDES BENZ,412,E280,3668,ELEGANCE
44,MERCEDES BENZ,412,E280,2783,AVANTGARDE
44,MERCEDES BENZ,412,E280,1009,STD
44,MERCEDES BENZ,704,E300,2557,AVANTGARDE SPORT
44,MERCEDES BENZ,704,E300,4021,STD
44,MERCEDES BENZ,704,E300,2210,BUSINESS EDITION
44,MERCEDES BENZ,704,E300,3991,ELEGANCE AMG
44,MERCEDES BENZ,704,E300,4522,AMG
44,MERCEDES BENZ,704,E300,2292,ELEGANCE
44,MERCEDES BENZ,358,E320,2784,CDI
44,MERCEDES BENZ,358,E320,486,STD
44,MERCEDES BENZ,359,E350,487,STD
44,MERCEDES BENZ,359,E350,2230,ELEGANCE SPORTS
44,MERCEDES BENZ,359,E350,2229,AVANTGARDE SPORTS
44,MERCEDES BENZ,359,E350,2785,4MATIC
44,MERCEDES BENZ,359,E350,2221,SPORTS
44,MERCEDES BENZ,1271,E350 AMG,5367,STD
44,MERCEDES BENZ,952,E400,3423,STD
44,MERCEDES BENZ,952,E400,4927,AVANTGARD
44,MERCEDES BENZ,1182,E43 AMG,4908,SPORT
44,MERCEDES BENZ,1182,E43 AMG,4907,4MATIC
44,MERCEDES BENZ,421,E430,1962,STD
44,MERCEDES BENZ,1281,E450,5413,STD
44,MERCEDES BENZ,360,E500,4360,AMG
44,MERCEDES BENZ,360,E500,2786,4MATIC
44,MERCEDES BENZ,360,E500,2222,SPORTS
44,MERCEDES BENZ,360,E500,488,STD
44,MERCEDES BENZ,360,E500,2231,AVANTGARDE SPORTS
44,MERCEDES BENZ,1289,E53 AMG,5435,4MATIC
44,MERCEDES BENZ,806,E55 AMG,2787,STD
44,MERCEDES BENZ,361,E63 AMG,3506,S
44,MERCEDES BENZ,361,E63 AMG,489,STD
44,MERCEDES BENZ,371,G500,5206,4X4
44,MERCEDES BENZ,371,G500,5395,AMG LINE
44,MERCEDES BENZ,371,G500,496,STD
44,MERCEDES BENZ,371,G500,2571,SWB 
44,MERCEDES BENZ,1241,G500 4X4,5216,ADVENTURE
44,MERCEDES BENZ,1241,G500 4X4,5215,STD
44,MERCEDES BENZ,1321,G500 AMG,5569,STD
44,MERCEDES BENZ,1245,G500 BRABUS,5231,4X4
44,MERCEDES BENZ,372,G55 AMG,497,STD
44,MERCEDES BENZ,890,G63 AMG,5235,EDITION 1
44,MERCEDES BENZ,890,G63 AMG,3119,STD
44,MERCEDES BENZ,891,G65 AMG,5201,FINAL EDITION
44,MERCEDES BENZ,891,G65 AMG,3120,STD
44,MERCEDES BENZ,1026,GL400,3968,LUXURY
44,MERCEDES BENZ,1026,GL400,3967,STD
44,MERCEDES BENZ,373,GL450,498,STD
44,MERCEDES BENZ,373,GL450,2238,GRAND  EDITION
44,MERCEDES BENZ,374,GL500,2239,GE
44,MERCEDES BENZ,374,GL500,499,STD
44,MERCEDES BENZ,957,GL63 AMG,3480,STD
44,MERCEDES BENZ,1268,GLA220,5363,STD
44,MERCEDES BENZ,1067,GLA250,4924,ACTIVITY
44,MERCEDES BENZ,1067,GLA250,4314,STD
44,MERCEDES BENZ,1066,GLA45 AMG,4311,STD
44,MERCEDES BENZ,1162,GLC 43 AMG,4748,STD
44,MERCEDES BENZ,1078,GLC250,4424,STD
44,MERCEDES BENZ,1078,GLC250,4926,AMG
44,MERCEDES BENZ,1078,GLC250,4935,EXECUTIVE
44,MERCEDES BENZ,1083,GLC300,4431,AMG
44,MERCEDES BENZ,1266,GLC63,5361,S
44,MERCEDES BENZ,1267,GLC63 AMG,5362,S
44,MERCEDES BENZ,1082,GLE400,4430,AMG
44,MERCEDES BENZ,1127,GLE43 AMG,4641,STD
44,MERCEDES BENZ,1127,GLE43 AMG,4925,LIMITED
44,MERCEDES BENZ,1115,GLE450,4607,AMG
44,MERCEDES BENZ,1115,GLE450,5575,LUXURY
44,MERCEDES BENZ,1091,GLE500,4468,STD
44,MERCEDES BENZ,1077,GLE63 AMG,4419,S
44,MERCEDES BENZ,1077,GLE63 AMG,4418,STD
44,MERCEDES BENZ,942,GLK,3373,STD
44,MERCEDES BENZ,943,GLK 250,3375,STD
44,MERCEDES BENZ,425,GLK280,2568,TOP
44,MERCEDES BENZ,425,GLK280,1353,STD
44,MERCEDES BENZ,705,GLK300,2228,GE
44,MERCEDES BENZ,426,GLK350,2971,AMG PACK
44,MERCEDES BENZ,426,GLK350,1354,STD
44,MERCEDES BENZ,426,GLK350,2569,TOP
44,MERCEDES BENZ,1279,GLS400,5394,GRAND EDITION
44,MERCEDES BENZ,1143,GLS500,4667,STD
44,MERCEDES BENZ,1114,GLS63 AMG,4606,S
44,MERCEDES BENZ,941,ML 63,3365,BRABUS
44,MERCEDES BENZ,413,ML320,1954,STD
44,MERCEDES BENZ,820,ML320 CDI,2816,STD
44,MERCEDES BENZ,375,ML350,2236,AMG KIT
44,MERCEDES BENZ,375,ML350,500,STD
44,MERCEDES BENZ,1027,ML400,4320,AMG LUXURY
44,MERCEDES BENZ,1027,ML400,3969,STD
44,MERCEDES BENZ,1027,ML400,4294,CLASSIC
44,MERCEDES BENZ,819,ML400 CDI,2815,STD
44,MERCEDES BENZ,819,ML400 CDI,2814,STD
44,MERCEDES BENZ,414,ML430,1955,STD
44,MERCEDES BENZ,376,ML500,501,STD
44,MERCEDES BENZ,376,ML500,2237,GRAND EDITION
44,MERCEDES BENZ,738,ML55,2365,STD
44,MERCEDES BENZ,821,ML550,2817,STD
44,MERCEDES BENZ,377,ML63 AMG,502,STD
44,MERCEDES BENZ,368,R280 L,1342,STD
44,MERCEDES BENZ,707,R300L,2235,AMG
44,MERCEDES BENZ,707,R300L,2234,STD
44,MERCEDES BENZ,369,R350,1343,STD
44,MERCEDES BENZ,708,R350L,2818,STD
44,MERCEDES BENZ,370,R500,1344,STD
44,MERCEDES BENZ,822,R500 L,2819,STD
44,MERCEDES BENZ,823,R63 AMG,2820,STD
44,MERCEDES BENZ,362,S280,490,STD
44,MERCEDES BENZ,709,S300,2240,BUSINESS EDITION
44,MERCEDES BENZ,709,S300,2812,LWB
44,MERCEDES BENZ,415,S320,1956,STD
44,MERCEDES BENZ,415,S320,2808,LWB
44,MERCEDES BENZ,363,S350,2559,AMG PREMIUM
44,MERCEDES BENZ,363,S350,2809,LWB
44,MERCEDES BENZ,363,S350,2558,AMG
44,MERCEDES BENZ,363,S350,491,STD
44,MERCEDES BENZ,727,S350L,2296,AMG PREMIUM
44,MERCEDES BENZ,727,S350L,2295,AMG
44,MERCEDES BENZ,756,S400,4384,AMG
44,MERCEDES BENZ,756,S400,2551,STD
44,MERCEDES BENZ,979,S400 HYBRID,3624,STD
44,MERCEDES BENZ,1195,S450,5004,STD
44,MERCEDES BENZ,1195,S450,5112,AMG
44,MERCEDES BENZ,1226,S450 L,5113,AMG
44,MERCEDES BENZ,364,S500,1341,LWB
44,MERCEDES BENZ,364,S500,3383,LWB TOP
44,MERCEDES BENZ,364,S500,4743,E
44,MERCEDES BENZ,364,S500,492,STD
44,MERCEDES BENZ,364,S500,5008,AMG
44,MERCEDES BENZ,364,S500,2560,AMG PREMIUM
44,MERCEDES BENZ,818,S55 AMG,2811,LWB
44,MERCEDES BENZ,818,S55 AMG,2807,STD
44,MERCEDES BENZ,432,S550,1967,STD
44,MERCEDES BENZ,1194,S560,5003,STD
44,MERCEDES BENZ,1311,S560 CABRIOLET,5514,STD
44,MERCEDES BENZ,365,S600,493,STD
44,MERCEDES BENZ,365,S600,5001,MAYBACH PULLMAN
44,MERCEDES BENZ,365,S600,3671,BRABUS SV12R
44,MERCEDES BENZ,365,S600,2810,LWB
44,MERCEDES BENZ,365,S600,4763,MAYBACH
44,MERCEDES BENZ,417,S600L,5002,MAYBACH PULLMAN
44,MERCEDES BENZ,417,S600L,1958,STD
44,MERCEDES BENZ,1293,S63,5443,STD
44,MERCEDES BENZ,366,S63 AMG,494,STD
44,MERCEDES BENZ,366,S63 AMG,4675,130 EDITION
44,MERCEDES BENZ,366,S63 AMG,5456,GT 63 S
44,MERCEDES BENZ,367,S65 AMG,495,STD
44,MERCEDES BENZ,1228,S650,5124,MAYBACH
44,MERCEDES BENZ,655,SL280,1352,STD
44,MERCEDES BENZ,762,SL300,2565,SPORT
44,MERCEDES BENZ,378,SL350,503,STD
44,MERCEDES BENZ,378,SL350,3573,AMG
44,MERCEDES BENZ,1065,SL400,4307,STD
44,MERCEDES BENZ,379,SL500,5582,AMG
44,MERCEDES BENZ,379,SL500,504,STD
44,MERCEDES BENZ,381,SL55 AMG,506,STD
44,MERCEDES BENZ,380,SL600,505,STD
44,MERCEDES BENZ,749,SL63 AMG,2442,STD
44,MERCEDES BENZ,382,SL65 AMG,507,STD
44,MERCEDES BENZ,382,SL65 AMG,2802,BLACK EDITION
44,MERCEDES BENZ,1144,SLC200,4668,STD
44,MERCEDES BENZ,1145,SLC300,4669,STD
44,MERCEDES BENZ,1146,SLC43 AMG,4670,STD
44,MERCEDES BENZ,654,SLK200,2073,STD
44,MERCEDES BENZ,654,SLK200,2217,SPORT
44,MERCEDES BENZ,654,SLK200,1350,KOMPRESSOR
44,MERCEDES BENZ,395,SLK200 K,517,STD
44,MERCEDES BENZ,418,SLK230,1959,STD
44,MERCEDES BENZ,816,SLK230 K,2803,STD
